route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
75-318,SEPT20-SEPDA20-Weekday-11,74543630-SEPT20-SEPDA20-Weekday-11,"Barrhaven Centre",1,9238417,750604
46-318,SEPT20-SEPDA20-Weekday-11,74543631-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9238106,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543632-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237740,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543633-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237489,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543634-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237379,900141
97-318,SEPT20-SEPDA20-Weekday-11,74543635-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238218,974157
46-318,SEPT20-SEPDA20-Weekday-11,74543636-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237799,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543637-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9238207,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543638-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237708,450123
86-318,SEPT20-SEPDA20-Weekday-11,74543639-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237667,861695
90-318,SEPT20-SEPDA20-Weekday-11,74543640-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237592,900141
42-318,SEPT20-SEPDA20-Weekday-11,74543641-SEPT20-SEPDA20-Weekday-11,"Blair",0,9237472,420589
97-318,SEPT20-SEPDA20-Weekday-11,74543642-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238204,974157
46-318,SEPT20-SEPDA20-Weekday-11,74543643-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237411,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543644-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237599,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543645-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237928,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543646-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237620,900141
97-318,SEPT20-SEPDA20-Weekday-11,74543647-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238189,974157
38-318,SEPT20-SEPDA20-Weekday-11,74543648-SEPT20-SEPDA20-Weekday-11,"Jeanne d'Arc / Trim",1,9238127,380516
98-318,SEPT20-SEPDA20-Weekday-11,74543649-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237697,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543650-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237489,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543651-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237421,900141
42-318,SEPT20-SEPDA20-Weekday-11,74543652-SEPT20-SEPDA20-Weekday-11,"Blair",0,9237375,420589
97-318,SEPT20-SEPDA20-Weekday-11,74543653-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238218,974157
9-318,SEPT20-SEPDA20-Weekday-11,74543654-SEPT20-SEPDA20-Weekday-11,"Rideau",0,9237472,91027
46-318,SEPT20-SEPDA20-Weekday-11,74543655-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237437,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543656-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237975,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543657-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9238196,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543658-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237364,900141
97-318,SEPT20-SEPDA20-Weekday-11,74543659-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238204,974157
98-318,SEPT20-SEPDA20-Weekday-11,74543660-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237736,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543661-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237489,450123
9-318,SEPT20-SEPDA20-Weekday-11,74543662-SEPT20-SEPDA20-Weekday-11,"Rideau",0,9237452,91027
90-318,SEPT20-SEPDA20-Weekday-11,74543663-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237673,900141
42-318,SEPT20-SEPDA20-Weekday-11,74543664-SEPT20-SEPDA20-Weekday-11,"Blair",0,9238147,420589
97-318,SEPT20-SEPDA20-Weekday-11,74543665-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238189,974157
46-318,SEPT20-SEPDA20-Weekday-11,74543666-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237494,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543667-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237607,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543668-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237472,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543669-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237379,900141
97-318,SEPT20-SEPDA20-Weekday-11,74543670-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238228,974157
9-318,SEPT20-SEPDA20-Weekday-11,74543671-SEPT20-SEPDA20-Weekday-11,"Rideau",0,9237489,91027
46-318,SEPT20-SEPDA20-Weekday-11,74543672-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9238106,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543673-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9238220,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543674-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237348,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543675-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237439,900141
42-318,SEPT20-SEPDA20-Weekday-11,74543676-SEPT20-SEPDA20-Weekday-11,"Blair",0,9238196,420589
97-318,SEPT20-SEPDA20-Weekday-11,74543677-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238218,974157
46-318,SEPT20-SEPDA20-Weekday-11,74543678-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237799,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543679-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237599,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543680-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237375,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543681-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237620,900141
97-318,SEPT20-SEPDA20-Weekday-11,74543682-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238204,974157
46-318,SEPT20-SEPDA20-Weekday-11,74543683-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237411,460199
98-318,SEPT20-SEPDA20-Weekday-11,74543684-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237697,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543685-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237348,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543686-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237473,900141
42-318,SEPT20-SEPDA20-Weekday-11,74543687-SEPT20-SEPDA20-Weekday-11,"Blair",0,9237421,420589
97-318,SEPT20-SEPDA20-Weekday-11,74543688-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238228,974157
98-318,SEPT20-SEPDA20-Weekday-11,74543689-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237613,980891
46-318,SEPT20-SEPDA20-Weekday-11,74543690-SEPT20-SEPDA20-Weekday-11,"Billings Bridge",1,9237384,460199
45-318,SEPT20-SEPDA20-Weekday-11,74543691-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9238147,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543692-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237790,900141
9-318,SEPT20-SEPDA20-Weekday-11,74543693-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237352,91026
97-318,SEPT20-SEPDA20-Weekday-11,74543694-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238218,974157
98-318,SEPT20-SEPDA20-Weekday-11,74543695-SEPT20-SEPDA20-Weekday-11,"Hawthorne",0,9237736,980891
45-318,SEPT20-SEPDA20-Weekday-11,74543696-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9237348,450123
90-318,SEPT20-SEPDA20-Weekday-11,74543697-SEPT20-SEPDA20-Weekday-11,"Greenboro",0,9237673,900141
42-318,SEPT20-SEPDA20-Weekday-11,74543698-SEPT20-SEPDA20-Weekday-11,"Blair",0,9238173,420589
97-318,SEPT20-SEPDA20-Weekday-11,74543699-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9238204,974157
89-318,SEPT20-SEPDA20-Weekday-11,74543700-SEPT20-SEPDA20-Weekday-11,"Colonnade",1,9237359,890254
45-318,SEPT20-SEPDA20-Weekday-11,74543701-SEPT20-SEPDA20-Weekday-11,"Hospital ~ Hôpital",0,9238196,450123
97-318,SEPT20-SEPDA20-Weekday-11,74543702-SEPT20-SEPDA20-Weekday-11,"Airport ~ Aéroport",0,9237713,974157
86-318,SEPT20-SEPDA20-Weekday-11,74543703-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9238253,861755
28-318,SEPT20-SEPDA20-Weekday-11,74543704-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237346,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543705-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238007,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543706-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238139,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543707-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237376,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543708-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9238259,861695
30-318,SEPT20-SEPDA20-Weekday-11,74543709-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9238109,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543710-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238122,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543711-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237592,420590
32-318,SEPT20-SEPDA20-Weekday-11,74543712-SEPT20-SEPDA20-Weekday-11,"Sunview",1,9237378,320218
86-318,SEPT20-SEPDA20-Weekday-11,74543713-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9238238,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543714-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237351,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543715-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238164,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543716-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238124,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543717-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237376,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543718-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9238304,861755
42-318,SEPT20-SEPDA20-Weekday-11,74543719-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237400,420590
30-318,SEPT20-SEPDA20-Weekday-11,74543720-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9238382,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543721-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238165,121572
23-318,SEPT20-SEPDA20-Weekday-11,74543722-SEPT20-SEPDA20-Weekday-11,"Rothwell Heights & Blair",0,9237346,230071
86-318,SEPT20-SEPDA20-Weekday-11,74543723-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9238242,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543724-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237363,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543725-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238126,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543726-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9237872,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543727-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237800,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543728-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237744,861695
30-318,SEPT20-SEPDA20-Weekday-11,74543729-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237610,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543730-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238149,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543731-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9238173,420590
86-318,SEPT20-SEPDA20-Weekday-11,74543732-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237869,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543733-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237351,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543734-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238128,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543735-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238139,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543736-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237800,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543737-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9238296,861755
30-318,SEPT20-SEPDA20-Weekday-11,74543738-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237715,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543739-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238153,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543740-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237489,420590
33-318,SEPT20-SEPDA20-Weekday-11,74543741-SEPT20-SEPDA20-Weekday-11,"Portobello",1,9237378,330377
86-318,SEPT20-SEPDA20-Weekday-11,74543742-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9238372,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543743-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237363,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543744-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238137,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543745-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238124,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543746-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237800,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543747-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9237643,861755
30-318,SEPT20-SEPDA20-Weekday-11,74543748-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237394,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543749-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238145,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543750-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237928,420590
86-318,SEPT20-SEPDA20-Weekday-11,74543751-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9237643,861755
28-318,SEPT20-SEPDA20-Weekday-11,74543752-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237351,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543753-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238154,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543754-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9237872,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543755-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237800,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543756-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237648,861695
30-318,SEPT20-SEPDA20-Weekday-11,74543757-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237597,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543758-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238122,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543759-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9238196,420590
23-318,SEPT20-SEPDA20-Weekday-11,74543760-SEPT20-SEPDA20-Weekday-11,"Rothwell Heights & Blair",0,9237363,230071
31-318,SEPT20-SEPDA20-Weekday-11,74543761-SEPT20-SEPDA20-Weekday-11,"Place d'Orléans",0,9237953,310332
86-318,SEPT20-SEPDA20-Weekday-11,74543762-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9237537,861755
28-318,SEPT20-SEPDA20-Weekday-11,74543763-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237378,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543764-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238164,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543765-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238139,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543766-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237800,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543767-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237839,861695
30-318,SEPT20-SEPDA20-Weekday-11,74543768-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237715,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543769-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238165,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543770-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237472,420590
32-318,SEPT20-SEPDA20-Weekday-11,74543771-SEPT20-SEPDA20-Weekday-11,"Sunview",1,9237363,320218
86-318,SEPT20-SEPDA20-Weekday-11,74543772-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237667,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543773-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237351,280443
12-318,SEPT20-SEPDA20-Weekday-11,74543774-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238136,121572
35-318,SEPT20-SEPDA20-Weekday-11,74543775-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238124,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543776-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237365,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543777-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9238296,861755
30-318,SEPT20-SEPDA20-Weekday-11,74543778-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237394,300821
12-318,SEPT20-SEPDA20-Weekday-11,74543779-SEPT20-SEPDA20-Weekday-11,"Parliament ~ Parlement",1,9238149,121572
42-318,SEPT20-SEPDA20-Weekday-11,74543780-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237375,420590
86-318,SEPT20-SEPDA20-Weekday-11,74543781-SEPT20-SEPDA20-Weekday-11,"Baseline",1,9237656,861755
28-318,SEPT20-SEPDA20-Weekday-11,74543782-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237378,280443
35-318,SEPT20-SEPDA20-Weekday-11,74543783-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9237872,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543784-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237365,260238
86-318,SEPT20-SEPDA20-Weekday-11,74543785-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237951,861695
30-318,SEPT20-SEPDA20-Weekday-11,74543786-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237597,300821
42-318,SEPT20-SEPDA20-Weekday-11,74543787-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9238147,420590
86-318,SEPT20-SEPDA20-Weekday-11,74543788-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237523,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543789-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237351,280443
35-318,SEPT20-SEPDA20-Weekday-11,74543790-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238139,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543791-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237365,260238
30-318,SEPT20-SEPDA20-Weekday-11,74543792-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237363,300821
42-318,SEPT20-SEPDA20-Weekday-11,74543793-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9238196,420590
86-318,SEPT20-SEPDA20-Weekday-11,74543794-SEPT20-SEPDA20-Weekday-11,"Tunney's Pasture",0,9237643,861695
28-318,SEPT20-SEPDA20-Weekday-11,74543795-SEPT20-SEPDA20-Weekday-11,"Blackburn Hamlet",0,9237378,280443
33-318,SEPT20-SEPDA20-Weekday-11,74543796-SEPT20-SEPDA20-Weekday-11,"Portobello",1,9237893,330377
35-318,SEPT20-SEPDA20-Weekday-11,74543797-SEPT20-SEPDA20-Weekday-11,"Esprit",1,9238124,350446
26-318,SEPT20-SEPDA20-Weekday-11,74543798-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237365,260238
30-318,SEPT20-SEPDA20-Weekday-11,74543799-SEPT20-SEPDA20-Weekday-11,"Millennium",1,9237394,300821
42-318,SEPT20-SEPDA20-Weekday-11,74543800-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237421,420590
26-318,SEPT20-SEPDA20-Weekday-11,74543801-SEPT20-SEPDA20-Weekday-11,"Pineview",0,9237364,260238
32-318,SEPT20-SEPDA20-Weekday-11,74543802-SEPT20-SEPDA20-Weekday-11,"Sunview",1,9237351,320218
37-318,SEPT20-SEPDA20-Weekday-11,74543803-SEPT20-SEPDA20-Weekday-11,"Queenswood Heights",0,9237388,370299
131-318,SEPT20-SEPDA20-Weekday-11,74543804-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237393,1310847
131-318,SEPT20-SEPDA20-Weekday-11,74543805-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237365,1310847
138-318,SEPT20-SEPDA20-Weekday-11,74543806-SEPT20-SEPDA20-Weekday-11,"Innes",0,9237372,1380142
131-318,SEPT20-SEPDA20-Weekday-11,74543807-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237393,1310847
37-318,SEPT20-SEPDA20-Weekday-11,74543808-SEPT20-SEPDA20-Weekday-11,"Queenswood Heights",0,9237377,370299
131-318,SEPT20-SEPDA20-Weekday-11,74543809-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237365,1310847
138-318,SEPT20-SEPDA20-Weekday-11,74543810-SEPT20-SEPDA20-Weekday-11,"Innes",0,9237479,1380142
131-318,SEPT20-SEPDA20-Weekday-11,74543811-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237376,1310847
131-318,SEPT20-SEPDA20-Weekday-11,74543812-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237393,1310847
138-318,SEPT20-SEPDA20-Weekday-11,74543813-SEPT20-SEPDA20-Weekday-11,"Innes",0,9237451,1380142
31-318,SEPT20-SEPDA20-Weekday-11,74543814-SEPT20-SEPDA20-Weekday-11,"Blair",1,9237365,310308
131-318,SEPT20-SEPDA20-Weekday-11,74543815-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237376,1310847
37-318,SEPT20-SEPDA20-Weekday-11,74543816-SEPT20-SEPDA20-Weekday-11,"Queenswood Heights",0,9237953,370299
131-318,SEPT20-SEPDA20-Weekday-11,74543817-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237427,1310847
138-318,SEPT20-SEPDA20-Weekday-11,74543818-SEPT20-SEPDA20-Weekday-11,"Innes",0,9237432,1380142
131-318,SEPT20-SEPDA20-Weekday-11,74543819-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237376,1310847
131-318,SEPT20-SEPDA20-Weekday-11,74543820-SEPT20-SEPDA20-Weekday-11,"Chapel Hill",0,9237427,1310847
131-318,SEPT20-SEPDA20-Weekday-11,74543821-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237373,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543822-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237536,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543823-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237373,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543824-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237376,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543825-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237435,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543826-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237377,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543827-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237435,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543828-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237377,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543829-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237435,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543830-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237377,1310883
131-318,SEPT20-SEPDA20-Weekday-11,74543831-SEPT20-SEPDA20-Weekday-11,"Fallingbrook",1,9237435,1310883
6-318,SEPT20-SEPDA20-Weekday-11,74543832-SEPT20-SEPDA20-Weekday-11,"Rockcliffe",1,9237827,60939
90-318,SEPT20-SEPDA20-Weekday-11,74543833-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237370,900089
93-318,SEPT20-SEPDA20-Weekday-11,74543834-SEPT20-SEPDA20-Weekday-11,"Leitrim",0,9238060,930629
197-318,SEPT20-SEPDA20-Weekday-11,74543835-SEPT20-SEPDA20-Weekday-11,"Uplands Greenboro",0,9237371,1970073
96-318,SEPT20-SEPDA20-Weekday-11,74543836-SEPT20-SEPDA20-Weekday-11,"Merivale / 96b Hunt Club",1,9238180,961435
6-318,SEPT20-SEPDA20-Weekday-11,74543837-SEPT20-SEPDA20-Weekday-11,"Rockcliffe",1,9237945,60942
90-318,SEPT20-SEPDA20-Weekday-11,74543838-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9238196,900089
38-318,SEPT20-SEPDA20-Weekday-11,74543839-SEPT20-SEPDA20-Weekday-11,"Blair",0,9237902,380694
90-318,SEPT20-SEPDA20-Weekday-11,74543840-SEPT20-SEPDA20-Weekday-11,"Hurdman",1,9237906,900089
