route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
301-318,SEPT20-301Shop-Weekday-01,73922244-SEPT20-301Shop-Weekday-01,"Bayshore / Carlingwood",0,9169062,3010034
301-318,SEPT20-301Shop-Weekday-01,73922248-SEPT20-301Shop-Weekday-01,"Richmond / Stittsville",1,9169062,3010035
302-318,SEPT20-302Shop-Weekday-01,73922238-SEPT20-302Shop-Weekday-01,"St Laurent / Place D'Orléans",0,9169061,3020019
302-318,SEPT20-302Shop-Weekday-01,73922242-SEPT20-302Shop-Weekday-01,"Cumberland",1,9169061,3020020
303-318,SEPT20-303Shop-Weekday-01,73922224-SEPT20-303Shop-Weekday-01,"Bayshore / Carlingwood",0,9169059,3030032
303-318,SEPT20-303Shop-Weekday-01,73922225-SEPT20-303Shop-Weekday-01,"Dunrobin / Carp / Stittsville",1,9169059,3030033
304-318,SEPT20-304Shop-Weekday-01,73922231-SEPT20-304Shop-Weekday-01,"Billings Bridge / South Keys",0,9169060,3040015
304-318,SEPT20-304Shop-Weekday-01,73922235-SEPT20-304Shop-Weekday-01,"Greely / Metcalfe",1,9169060,3040018
305-318,SEPT20-305Shop-Weekday-01,73922252-SEPT20-305Shop-Weekday-01,"Carlingwood",0,9169063,3050017
305-318,SEPT20-305Shop-Weekday-01,73922256-SEPT20-305Shop-Weekday-01,"North Gower / Manotick",1,9169063,3050016
1-318,SEPT20-FriCFD-Weekday-01,74699229-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699230-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699231-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699232-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699233-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699234-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699235-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699236-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699237-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699238-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699239-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699240-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699241-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699242-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699243-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699244-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699245-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699246-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699247-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699248-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699249-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699250-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699251-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699252-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699253-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699254-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699255-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699256-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699257-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699258-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699259-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699260-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699261-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699262-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699263-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699264-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255511,10675
1-318,SEPT20-FriCFD-Weekday-01,74699265-SEPT20-FriCFD-Weekday-01,"Blair",0,9255511,10674
1-318,SEPT20-FriCFD-Weekday-01,74699268-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699269-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699270-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699271-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699272-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699273-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699274-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699275-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699276-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699277-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699278-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699279-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699280-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699281-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699282-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699283-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699284-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699285-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699286-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699287-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699288-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699289-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699290-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699291-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699292-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699293-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699294-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699295-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699296-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699297-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699298-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699299-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699300-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699301-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699302-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699303-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699304-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699305-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699306-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699307-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699308-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699309-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699310-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699311-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699312-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699313-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255512,10675
1-318,SEPT20-FriCFD-Weekday-01,74699314-SEPT20-FriCFD-Weekday-01,"Blair",0,9255512,10674
1-318,SEPT20-FriCFD-Weekday-01,74699317-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10691
1-318,SEPT20-FriCFD-Weekday-01,74699319-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699320-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699321-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699322-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699323-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699324-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699325-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699326-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699327-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699328-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699329-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699330-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699331-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699332-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699333-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699334-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699335-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699336-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699337-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699338-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699339-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699340-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699341-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699342-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699343-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699344-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699345-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699346-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699347-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699348-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699349-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699350-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699351-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699352-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699353-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699354-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699355-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699356-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699357-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699358-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699359-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699360-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699361-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699362-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699363-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699364-SEPT20-FriCFD-Weekday-01,"Blair",0,9255513,10674
1-318,SEPT20-FriCFD-Weekday-01,74699365-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255513,10675
1-318,SEPT20-FriCFD-Weekday-01,74699368-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699369-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699370-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699371-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699372-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699373-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699374-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699375-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699376-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699377-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699378-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699379-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699380-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699381-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699382-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699383-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699384-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699385-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699386-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699387-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699388-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699389-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699390-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699391-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699392-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699393-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699394-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699395-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699396-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699397-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699398-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699399-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699400-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699401-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699402-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699403-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699404-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699405-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699406-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699407-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699408-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699409-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699410-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699411-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699412-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699413-SEPT20-FriCFD-Weekday-01,"Blair",0,9255514,10674
1-318,SEPT20-FriCFD-Weekday-01,74699414-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255514,10675
1-318,SEPT20-FriCFD-Weekday-01,74699417-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10687
1-318,SEPT20-FriCFD-Weekday-01,74699418-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699419-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699420-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699421-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699422-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699423-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699424-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699425-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699426-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699427-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699428-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699429-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699430-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699431-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699432-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699433-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699434-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699435-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699436-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699437-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699438-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699439-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699440-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699441-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699442-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699443-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699444-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699445-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699446-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
1-318,SEPT20-FriCFD-Weekday-01,74699447-SEPT20-FriCFD-Weekday-01,"Tunney's Pasture",1,9255515,10675
1-318,SEPT20-FriCFD-Weekday-01,74699448-SEPT20-FriCFD-Weekday-01,"Blair",0,9255515,10674
